nSeq;I1;I2;O1;O2;A5;A6
7;0;0;0;0;626;116
8;0;0;0;0;621;115
9;0;0;0;0;626;115
10;0;0;0;0;629;114
11;0;0;0;0;626;114
12;0;0;0;0;622;113
13;0;0;0;0;625;113
14;0;0;0;0;630;113
15;0;0;0;0;627;113
0;0;0;0;0;622;112
1;0;0;0;0;626;112
2;0;0;0;0;630;112
3;0;0;0;0;626;111
4;0;0;0;0;622;111
5;0;0;0;0;625;98
6;0;0;0;0;630;64
7;0;0;0;0;625;64
8;0;0;0;0;622;64
9;0;0;0;0;625;64
10;0;0;0;0;630;64
11;0;0;0;0;626;64
12;0;0;0;0;622;64
13;0;0;0;0;625;64
14;0;0;0;0;630;64
15;0;0;0;0;626;64
0;0;0;0;0;621;63
1;0;0;0;0;626;64
2;0;0;0;0;631;63
3;0;0;0;0;626;64
4;0;0;0;0;621;63
5;0;0;0;0;626;64
6;0;0;0;0;630;64
7;0;0;0;0;626;64
8;0;0;0;0;622;64
9;0;0;0;0;625;64
10;0;0;0;0;630;214
11;0;0;0;0;626;109
12;0;0;0;0;622;108
13;0;0;0;0;625;109
14;0;0;0;0;630;108
15;0;0;0;0;625;108
0;0;0;0;0;622;108
1;0;0;0;0;626;108
2;0;0;0;0;629;108
3;0;0;0;0;626;108
4;0;0;0;0;622;109
5;0;0;0;0;626;109
6;0;0;0;0;631;110
7;0;0;0;0;625;109
8;0;0;0;0;622;109
9;0;0;0;0;626;109
10;0;0;0;0;630;110
11;0;0;0;0;625;110
12;0;0;0;0;622;110
13;0;0;0;0;625;63
14;0;0;0;0;630;63
15;0;0;0;0;625;63
0;0;0;0;0;621;63
1;0;0;0;0;625;63
2;0;0;0;0;629;63
3;0;0;0;0;625;63
4;0;0;0;0;622;63
5;0;0;0;0;626;63
6;0;0;0;0;630;63
7;0;0;0;0;626;63
8;0;0;0;0;620;63
9;0;0;0;0;626;63
10;0;0;0;0;629;63
11;0;0;0;0;625;63
12;0;0;0;0;621;63
13;0;0;0;0;626;63
14;0;0;0;0;629;63
15;0;0;0;0;626;63
0;0;0;0;0;621;63
1;0;0;0;0;625;63
2;0;0;0;0;630;113
3;0;0;0;0;625;114
4;0;0;0;0;622;114
5;0;0;0;0;626;114
6;0;0;0;0;629;114
7;0;0;0;0;625;113
8;0;0;0;0;622;113
9;0;0;0;0;625;113
10;0;0;0;0;630;113
11;0;0;0;0;625;112
12;0;0;0;0;622;112
13;0;0;0;0;625;112
14;0;0;0;0;629;112
15;0;0;0;0;625;113
0;0;0;0;0;621;113
1;0;0;0;0;625;113
2;0;0;0;0;630;114
3;0;0;0;0;625;114
4;0;0;0;0;622;114
5;0;0;0;0;626;114
6;0;0;0;0;630;115
7;0;0;0;0;625;115
8;0;0;0;0;622;63
9;0;0;0;0;625;64
10;0;0;0;0;629;64
11;0;0;0;0;625;64
12;0;0;0;0;622;64
13;0;0;0;0;625;64
14;0;0;0;0;629;63
15;0;0;0;0;626;64
0;0;0;0;0;621;64
1;0;0;0;0;626;64
2;0;0;0;0;630;64
3;0;0;0;0;626;64
4;0;0;0;0;621;64
5;0;0;0;0;626;64
6;0;0;0;0;629;64
7;0;0;0;0;625;64
8;0;0;0;0;622;64
9;0;0;0;0;625;64
10;0;0;0;0;630;64
11;0;0;0;0;625;64
12;0;0;0;0;622;116
13;0;0;0;0;625;116
14;0;0;0;0;630;117
15;0;0;0;0;626;117
0;0;0;0;0;622;118
1;0;0;0;0;625;118
2;0;0;0;0;629;118
3;0;0;0;0;625;118
4;0;0;0;0;622;118
5;0;0;0;0;626;118
6;0;0;0;0;630;118
7;0;0;0;0;625;118
8;0;0;0;0;621;118
9;0;0;0;0;625;119
10;0;0;0;0;630;119
11;0;0;0;0;626;119
12;0;0;0;0;622;119
13;0;0;0;0;625;119
14;0;0;0;0;630;64
15;0;0;0;0;625;64
0;0;0;0;0;621;64
1;0;0;0;0;625;64
2;0;0;0;0;630;64
3;0;0;0;0;626;64
4;0;0;0;0;621;64
5;0;0;0;0;626;64
6;0;0;0;0;630;64
7;0;0;0;0;626;65
8;0;0;0;0;621;64
9;0;0;0;0;625;65
10;0;0;0;0;629;65
11;0;0;0;0;626;65
12;0;0;0;0;622;64
13;0;0;0;0;625;64
14;0;0;0;0;630;64
15;0;0;0;0;625;119
0;0;0;0;0;621;120
1;0;0;0;0;625;119
2;0;0;0;0;629;119
3;0;0;0;0;625;119
4;0;0;0;0;622;119
5;0;0;0;0;625;119
6;0;0;0;0;630;118
7;0;0;0;0;626;118
8;0;0;0;0;622;118
9;0;0;0;0;625;118
10;0;0;0;0;629;118
11;0;0;0;0;626;118
12;0;0;0;0;622;117
13;0;0;0;0;625;117
14;0;0;0;0;629;117
15;0;0;0;0;626;65
0;0;0;0;0;622;65
1;0;0;0;0;625;65
2;0;0;0;0;629;65
3;0;0;0;0;626;65
4;0;0;0;0;623;65
5;0;0;0;0;626;65
6;0;0;0;0;629;65
7;0;0;0;0;626;65
8;0;0;0;0;622;65
9;0;0;0;0;626;65
10;0;0;0;0;630;65
11;0;0;0;0;626;65
12;0;0;0;0;621;65
13;0;0;0;0;625;65
14;0;0;0;0;630;65
15;0;0;0;0;626;65
0;0;0;0;0;621;65
1;0;0;0;0;626;254
2;0;0;0;0;629;115
3;0;0;0;0;626;116
4;0;0;0;0;622;115
5;0;0;0;0;625;115
6;0;0;0;0;630;115
7;0;0;0;0;625;115
8;0;0;0;0;622;115
9;0;0;0;0;626;115
10;0;0;0;0;629;114
11;0;0;0;0;625;115
12;0;0;0;0;622;115
13;0;0;0;0;625;115
14;0;0;0;0;630;115
15;0;0;0;0;625;115
0;0;0;0;0;621;115
1;0;0;0;0;626;115
2;0;0;0;0;629;115
3;0;0;0;0;625;115
4;0;0;0;0;622;65
5;0;0;0;0;625;65
6;0;0;0;0;630;65
7;0;0;0;0;626;65
8;0;0;0;0;622;65
9;0;0;0;0;625;65
10;0;0;0;0;630;65
11;0;0;0;0;625;65
12;0;0;0;0;622;65
13;0;0;0;0;626;65
14;0;0;0;0;629;65
15;0;0;0;0;626;65
0;0;0;0;0;622;65
1;0;0;0;0;626;65
2;0;0;0;0;629;65
3;0;0;0;0;626;65
4;0;0;0;0;622;65
5;0;0;0;0;626;65
6;0;0;0;0;629;65
7;0;0;0;0;625;65
8;0;0;0;0;622;64
9;0;0;0;0;626;65
10;0;0;0;0;630;65
11;0;0;0;0;625;248
12;0;0;0;0;622;114
13;0;0;0;0;626;115
14;0;0;0;0;630;114
15;0;0;0;0;626;114
0;0;0;0;0;622;114
1;0;0;0;0;625;114
2;0;0;0;0;629;113
3;0;0;0;0;626;114
4;0;0;0;0;622;113
5;0;0;0;0;626;114
6;0;0;0;0;630;114
7;0;0;0;0;625;114
8;0;0;0;0;621;114
9;0;0;0;0;625;115
10;0;0;0;0;629;115
11;0;0;0;0;626;115
12;0;0;0;0;621;115
13;0;0;0;0;625;116
14;0;0;0;0;630;115
15;0;0;0;0;626;115
0;0;0;0;0;621;115
1;0;0;0;0;626;64
2;0;0;0;0;629;64
3;0;0;0;0;625;64
4;0;0;0;0;622;64
5;0;0;0;0;626;64
6;0;0;0;0;630;64
7;0;0;0;0;625;64
8;0;0;0;0;621;64
9;0;0;0;0;625;64
10;0;0;0;0;629;64
11;0;0;0;0;625;64
12;0;0;0;0;622;63
13;0;0;0;0;625;63
14;0;0;0;0;630;63
15;0;0;0;0;627;63
0;0;0;0;0;622;63
1;0;0;0;0;625;63
2;0;0;0;0;630;63
3;0;0;0;0;625;64
4;0;0;0;0;622;63
5;0;0;0;0;626;64
6;0;0;0;0;629;63
7;0;0;0;0;626;63
8;0;0;0;0;623;236
9;0;0;0;0;625;113
10;0;0;0;0;629;113
11;0;0;0;0;626;113
12;0;0;0;0;622;113
13;0;0;0;0;626;113
14;0;0;0;0;630;112
15;0;0;0;0;625;112
0;0;0;0;0;622;112
1;0;0;0;0;625;112
2;0;0;0;0;630;112
3;0;0;0;0;626;112
4;0;0;0;0;622;112
5;0;0;0;0;625;113
6;0;0;0;0;629;112
7;0;0;0;0;625;113
8;0;0;0;0;622;112
9;0;0;0;0;626;112
10;0;0;0;0;629;63
11;0;0;0;0;626;63
12;0;0;0;0;622;63
13;0;0;0;0;625;63
14;0;0;0;0;629;63
15;0;0;0;0;625;63
0;0;0;0;0;621;63
1;0;0;0;0;625;63
2;0;0;0;0;630;63
3;0;0;0;0;625;63
4;0;0;0;0;623;63
5;0;0;0;0;625;63
6;0;0;0;0;630;63
7;0;0;0;0;626;63
8;0;0;0;0;621;63
9;0;0;0;0;626;63
10;0;0;0;0;629;63
11;0;0;0;0;625;63
12;0;0;0;0;622;63
13;0;0;0;0;626;63
14;0;0;0;0;629;63
15;0;0;0;0;625;63
0;0;0;0;0;622;111
1;0;0;0;0;626;112
2;0;0;0;0;630;111
3;0;0;0;0;625;111
4;0;0;0;0;622;111
5;0;0;0;0;625;111
6;0;0;0;0;629;111
7;0;0;0;0;625;111
8;0;0;0;0;622;111
9;0;0;0;0;625;111
10;0;0;0;0;630;111
11;0;0;0;0;626;111
12;0;0;0;0;622;112
13;0;0;0;0;626;112
14;0;0;0;0;629;112
15;0;0;0;0;626;112
0;0;0;0;0;622;112
1;0;0;0;0;626;112
2;0;0;0;0;630;112
3;0;0;0;0;626;112
4;0;0;0;0;622;63
5;0;0;0;0;625;63
6;0;0;0;0;630;63
7;0;0;0;0;626;63
8;0;0;0;0;622;63
9;0;0;0;0;627;63
10;0;0;0;0;630;63
11;0;0;0;0;625;63
12;0;0;0;0;622;63
13;0;0;0;0;625;63
14;0;0;0;0;629;63
15;0;0;0;0;626;63
0;0;0;0;0;622;63
1;0;0;0;0;626;63
2;0;0;0;0;630;63
3;0;0;0;0;625;63
4;0;0;0;0;621;63
5;0;0;0;0;626;63
6;0;0;0;0;630;63
7;0;0;0;0;626;63
8;0;0;0;0;622;63
9;0;0;0;0;625;63
10;0;0;0;0;630;63
11;0;0;0;0;626;242
12;0;0;0;0;622;111
13;0;0;0;0;625;111
14;0;0;0;0;629;111
15;0;0;0;0;625;111
0;0;0;0;0;621;111
1;0;0;0;0;625;111
2;0;0;0;0;629;110
3;0;0;0;0;625;111
4;0;0;0;0;622;111
5;0;0;0;0;626;111
6;0;0;0;0;630;111
7;0;0;0;0;626;111
8;0;0;0;0;621;111
9;0;0;0;0;627;112
10;0;0;0;0;629;112
11;0;0;0;0;626;112
12;0;0;0;0;622;113
13;0;0;0;0;625;112
14;0;0;0;0;630;113
15;0;0;0;0;625;63
0;0;0;0;0;622;63
1;0;0;0;0;625;63
2;0;0;0;0;630;63
3;0;0;0;0;625;63
4;0;0;0;0;621;63
5;0;0;0;0;627;63
6;0;0;0;0;630;63
7;0;0;0;0;625;63
8;0;0;0;0;621;63
9;0;0;0;0;626;63
10;0;0;0;0;630;63
11;0;0;0;0;625;63
12;0;0;0;0;621;63
13;0;0;0;0;625;63
14;0;0;0;0;629;63
15;0;0;0;0;626;63
0;0;0;0;0;622;63
1;0;0;0;0;625;63
2;0;0;0;0;629;63
3;0;0;0;0;627;63
4;0;0;0;0;622;63
5;0;0;0;0;625;110
6;0;0;0;0;630;110
7;0;0;0;0;626;110
8;0;0;0;0;622;109
9;0;0;0;0;626;109
10;0;0;0;0;630;109
11;0;0;0;0;625;109
12;0;0;0;0;622;109
13;0;0;0;0;625;109
14;0;0;0;0;630;109
15;0;0;0;0;626;109
0;0;0;0;0;621;109
1;0;0;0;0;625;110
2;0;0;0;0;630;110
3;0;0;0;0;626;110
4;0;0;0;0;622;110
5;0;0;0;0;626;111
6;0;0;0;0;630;111
7;0;0;0;0;626;111
8;0;0;0;0;621;111
9;0;0;0;0;627;111
10;0;0;0;0;630;111
11;0;0;0;0;626;63
12;0;0;0;0;622;63
13;0;0;0;0;626;63
14;0;0;0;0;630;63
15;0;0;0;0;626;63
0;0;0;0;0;622;63
1;0;0;0;0;626;63
2;0;0;0;0;630;63
3;0;0;0;0;626;63
4;0;0;0;0;621;63
5;0;0;0;0;625;63
6;0;0;0;0;630;63
7;0;0;0;0;625;63
8;0;0;0;0;622;63
9;0;0;0;0;625;63
10;0;0;0;0;629;63
11;0;0;0;0;625;63
12;0;0;0;0;621;63
13;0;0;0;0;626;240
14;0;0;0;0;629;111
15;0;0;0;0;625;111
0;0;0;0;0;622;110
1;0;0;0;0;626;111
2;0;0;0;0;630;110
3;0;0;0;0;626;110
4;0;0;0;0;622;110
5;0;0;0;0;625;111
6;0;0;0;0;630;111
7;0;0;0;0;627;111
8;0;0;0;0;622;111
9;0;0;0;0;625;111
10;0;0;0;0;631;111
11;0;0;0;0;625;111
12;0;0;0;0;622;111
13;0;0;0;0;625;112
14;0;0;0;0;629;111
15;0;0;0;0;626;112
0;0;0;0;0;621;112
1;0;0;0;0;625;112
2;0;0;0;0;630;111
3;0;0;0;0;625;111
4;0;0;0;0;622;63
5;0;0;0;0;625;63
6;0;0;0;0;630;63
7;0;0;0;0;626;63
8;0;0;0;0;621;63
9;0;0;0;0;625;63
10;0;0;0;0;630;63
11;0;0;0;0;626;63
12;0;0;0;0;621;63
13;0;0;0;0;626;63
14;0;0;0;0;630;63
15;0;0;0;0;625;63
0;0;0;0;0;622;63
1;0;0;0;0;625;63
2;0;0;0;0;631;63
3;0;0;0;0;625;63
4;0;0;0;0;622;63
5;0;0;0;0;625;63
6;0;0;0;0;629;63
7;0;0;0;0;626;62
8;0;0;0;0;622;63
9;0;0;0;0;626;187
10;0;0;0;0;629;110
11;0;0;0;0;625;110
12;0;0;0;0;623;109
13;0;0;0;0;627;109
14;0;0;0;0;629;109
15;0;0;0;0;625;109
0;0;0;0;0;622;109
1;0;0;0;0;626;109
2;0;0;0;0;630;109
3;0;0;0;0;625;110
4;0;0;0;0;622;109
5;0;0;0;0;626;110
6;0;0;0;0;630;110
7;0;0;0;0;625;110
8;0;0;0;0;623;110
9;0;0;0;0;625;111
10;0;0;0;0;630;111
11;0;0;0;0;626;111
12;0;0;0;0;622;110
13;0;0;0;0;626;110
14;0;0;0;0;630;62
15;0;0;0;0;626;62
0;0;0;0;0;621;62
1;0;0;0;0;625;62
2;0;0;0;0;630;62
3;0;0;0;0;626;62
4;0;0;0;0;622;62
5;0;0;0;0;625;62
6;0;0;0;0;630;62
7;0;0;0;0;625;62
8;0;0;0;0;621;62
9;0;0;0;0;626;62
10;0;0;0;0;629;62
11;0;0;0;0;625;62
12;0;0;0;0;622;62
13;0;0;0;0;626;62
14;0;0;0;0;630;62
15;0;0;0;0;625;62
0;0;0;0;0;622;61
1;0;0;0;0;626;62
2;0;0;0;0;629;62
3;0;0;0;0;626;232
4;0;0;0;0;622;107
5;0;0;0;0;625;107
6;0;0;0;0;629;107
7;0;0;0;0;626;107
8;0;0;0;0;621;106
9;0;0;0;0;626;107
10;0;0;0;0;630;106
11;0;0;0;0;625;107
12;0;0;0;0;621;106
13;0;0;0;0;626;107
14;0;0;0;0;630;106
15;0;0;0;0;625;107
0;0;0;0;0;622;107
1;0;0;0;0;625;107
2;0;0;0;0;630;106
3;0;0;0;0;625;107
4;0;0;0;0;621;107
5;0;0;0;0;627;107
6;0;0;0;0;630;106
7;0;0;0;0;625;107
8;0;0;0;0;622;61
9;0;0;0;0;625;61
10;0;0;0;0;630;61
11;0;0;0;0;625;61
12;0;0;0;0;621;61
13;0;0;0;0;626;61
14;0;0;0;0;630;60
15;0;0;0;0;625;61
0;0;0;0;0;622;61
1;0;0;0;0;626;61
2;0;0;0;0;628;61
3;0;0;0;0;626;61
4;0;0;0;0;622;61
5;0;0;0;0;626;61
6;0;0;0;0;629;61
7;0;0;0;0;626;61
8;0;0;0;0;622;61
9;0;0;0;0;626;61
10;0;0;0;0;630;61
11;0;0;0;0;626;61
12;0;0;0;0;621;61
13;0;0;0;0;625;61
14;0;0;0;0;630;232
15;0;0;0;0;624;107
0;0;0;0;0;622;107
1;0;0;0;0;626;107
2;0;0;0;0;629;107
3;0;0;0;0;626;107
4;0;0;0;0;621;107
5;0;0;0;0;626;107
6;0;0;0;0;629;107
7;0;0;0;0;626;107
8;0;0;0;0;621;107
9;0;0;0;0;625;107
10;0;0;0;0;630;108
11;0;0;0;0;626;108
12;0;0;0;0;623;108
13;0;0;0;0;625;108
14;0;0;0;0;630;108
15;0;0;0;0;626;109
0;0;0;0;0;622;60
1;0;0;0;0;627;60
2;0;0;0;0;630;60
3;0;0;0;0;625;60
4;0;0;0;0;622;60
5;0;0;0;0;625;60
6;0;0;0;0;631;60
7;0;0;0;0;626;60
8;0;0;0;0;621;60
9;0;0;0;0;626;60
10;0;0;0;0;629;60
11;0;0;0;0;625;60
12;0;0;0;0;622;60
13;0;0;0;0;627;60
14;0;0;0;0;629;60
15;0;0;0;0;626;60
0;0;0;0;0;622;60
1;0;0;0;0;625;60
2;0;0;0;0;630;60
3;0;0;0;0;626;116
4;0;0;0;0;622;115
5;0;0;0;0;626;115
6;0;0;0;0;630;115
7;0;0;0;0;626;115
8;0;0;0;0;622;115
9;0;0;0;0;625;116
10;0;0;0;0;630;116
11;0;0;0;0;626;117
12;0;0;0;0;621;118
13;0;0;0;0;625;119
14;0;0;0;0;630;119
15;0;0;0;0;627;120
0;0;0;0;0;622;120
1;0;0;0;0;625;121
2;0;0;0;0;630;121
3;0;0;0;0;626;121
4;0;0;0;0;622;120
5;0;0;0;0;625;60
6;0;0;0;0;630;60
7;0;0;0;0;625;60
8;0;0;0;0;622;60
9;0;0;0;0;626;60
10;0;0;0;0;630;60
11;0;0;0;0;626;60
12;0;0;0;0;622;59
13;0;0;0;0;626;60
14;0;0;0;0;629;60
15;0;0;0;0;625;60
0;0;0;0;0;622;60
1;0;0;0;0;625;60
2;0;0;0;0;629;60
3;0;0;0;0;626;60
4;0;0;0;0;621;60
5;0;0;0;0;625;60
6;0;0;0;0;630;60
7;0;0;0;0;603;122
8;0;0;0;0;669;118
9;0;0;0;0;670;119
10;0;0;0;0;551;118
11;0;0;0;0;679;118
12;0;0;0;0;532;117
13;0;0;0;0;490;117
14;0;0;0;0;529;117
15;0;0;0;0;608;117
0;0;0;0;0;494;118
1;0;0;0;0;557;118
2;0;0;0;0;599;118
3;0;0;0;0;632;118
4;0;0;0;0;622;119
5;0;0;0;0;632;119
6;0;0;0;0;624;119
7;0;0;0;0;624;119
8;0;0;0;0;625;119
9;0;0;0;0;625;119
10;0;0;0;0;630;60
11;0;0;0;0;630;60
12;0;0;0;0;621;60
13;0;0;0;0;623;60
14;0;0;0;0;631;60
15;0;0;0;0;626;60
0;0;0;0;0;622;60
1;0;0;0;0;626;60
2;0;0;0;0;630;60
3;0;0;0;0;624;60
4;0;0;0;0;622;60
5;0;0;0;0;627;60
6;0;0;0;0;629;60
7;0;0;0;0;625;60
8;0;0;0;0;623;60
9;0;0;0;0;624;60
10;0;0;0;0;629;60
11;0;0;0;0;627;60
12;0;0;0;0;622;59
13;0;0;0;0;624;60
14;0;0;0;0;630;59
15;0;0;0;0;625;118
0;0;0;0;0;622;118
1;0;0;0;0;625;118
2;0;0;0;0;630;118
3;0;0;0;0;626;119
4;0;0;0;0;622;119
5;0;0;0;0;626;119
6;0;0;0;0;630;119
7;0;0;0;0;625;119
8;0;0;0;0;622;120
9;0;0;0;0;625;120
10;0;0;0;0;630;121
11;0;0;0;0;626;120
12;0;0;0;0;622;120
13;0;0;0;0;625;121
14;0;0;0;0;629;121
15;0;0;0;0;625;121
0;0;0;0;0;621;59
1;0;0;0;0;625;59
2;0;0;0;0;629;59
3;0;0;0;0;625;59
4;0;0;0;0;622;59
5;0;0;0;0;626;59
6;0;0;0;0;630;59
7;0;0;0;0;626;59
8;0;0;0;0;623;59
9;0;0;0;0;625;59
10;0;0;0;0;630;59
11;0;0;0;0;625;59
12;0;0;0;0;622;59
13;0;0;0;0;626;59
14;0;0;0;0;630;58
15;0;0;0;0;625;59
0;0;0;0;0;622;58
1;0;0;0;0;626;58
2;0;0;0;0;630;58
3;0;0;0;0;626;104
4;0;0;0;0;621;121
5;0;0;0;0;626;121
6;0;0;0;0;630;122
7;0;0;0;0;625;122
8;0;0;0;0;622;122
9;0;0;0;0;626;123
10;0;0;0;0;630;123
11;0;0;0;0;625;123
12;0;0;0;0;622;124
13;0;0;0;0;625;124
14;0;0;0;0;630;124
15;0;0;0;0;626;125
0;0;0;0;0;622;125
1;0;0;0;0;625;126
2;0;0;0;0;630;126
3;0;0;0;0;625;126
4;0;0;0;0;621;127
5;0;0;0;0;625;127
6;0;0;0;0;629;127
7;0;0;0;0;625;126
8;0;0;0;0;622;87
9;0;0;0;0;626;58
10;0;0;0;0;629;58
11;0;0;0;0;625;58
12;0;0;0;0;622;58
13;0;0;0;0;626;58
14;0;0;0;0;629;58
15;0;0;0;0;626;58
0;0;0;0;0;622;58
1;0;0;0;0;626;58
2;0;0;0;0;630;58
3;0;0;0;0;626;59
4;0;0;0;0;622;58
5;0;0;0;0;626;59
6;0;0;0;0;630;59
7;0;0;0;0;625;59
8;0;0;0;0;622;59
9;0;0;0;0;626;59
10;0;0;0;0;630;59
11;0;0;0;0;626;59
12;0;0;0;0;622;59
13;0;0;0;0;626;59
14;0;0;0;0;630;59
15;0;0;0;0;625;59
0;0;0;0;0;622;59
1;0;0;0;0;626;60
2;0;0;0;0;630;59
3;0;0;0;0;625;59
4;0;0;0;0;622;59
5;0;0;0;0;625;60
6;0;0;0;0;630;60
7;0;0;0;0;625;60
8;0;0;0;0;622;60
9;0;0;0;0;626;60
10;0;0;0;0;629;60
11;0;0;0;0;626;60
12;0;0;0;0;622;60
13;0;0;0;0;625;61
14;0;0;0;0;630;61
15;0;0;0;0;625;61
0;0;0;0;0;622;61
1;0;0;0;0;626;61
2;0;0;0;0;631;61
3;0;0;0;0;625;61
4;0;0;0;0;622;61
5;0;0;0;0;627;61
6;0;0;0;0;629;61
7;0;0;0;0;626;61
8;0;0;0;0;622;61
9;0;0;0;0;626;61
10;0;0;0;0;630;61
11;0;0;0;0;626;61
12;0;0;0;0;622;62
13;0;0;0;0;625;61
14;0;0;0;0;630;61
15;0;0;0;0;625;62
0;0;0;0;0;622;62
1;0;0;0;0;626;63
2;0;0;0;0;630;65
3;0;0;0;0;626;65
4;0;0;0;0;621;66
5;0;0;0;0;626;67
6;0;0;0;0;630;67
7;0;0;0;0;626;68
8;0;0;0;0;622;68
9;0;0;0;0;626;68
10;0;0;0;0;629;67
11;0;0;0;0;625;68
12;0;0;0;0;622;68
13;0;0;0;0;625;68
14;0;0;0;0;630;68
15;0;0;0;0;626;68
0;0;0;0;0;622;68
1;0;0;0;0;626;68
2;0;0;0;0;630;68
3;0;0;0;0;625;68
4;0;0;0;0;622;68
5;0;0;0;0;625;68
6;0;0;0;0;629;68
7;0;0;0;0;625;68
8;0;0;0;0;622;68
9;0;0;0;0;625;69
10;0;0;0;0;630;68
11;0;0;0;0;626;69
12;0;0;0;0;622;69
13;0;0;0;0;625;69
14;0;0;0;0;629;69
15;0;0;0;0;626;69
0;0;0;0;0;622;69
1;0;0;0;0;625;69
2;0;0;0;0;630;69
3;0;0;0;0;625;69
4;0;0;0;0;621;69
5;0;0;0;0;626;69
6;0;0;0;0;629;69
7;0;0;0;0;626;69
8;0;0;0;0;621;69
9;0;0;0;0;625;69
10;0;0;0;0;630;69
11;0;0;0;0;626;69
12;0;0;0;0;621;69
13;0;0;0;0;626;69
14;0;0;0;0;630;69
15;0;0;0;0;625;69
0;0;0;0;0;622;69
1;0;0;0;0;625;69
2;0;0;0;0;630;69
3;0;0;0;0;625;69
4;0;0;0;0;622;69
5;0;0;0;0;631;69
6;0;0;0;0;628;69
7;0;0;0;0;623;69
8;0;0;0;0;625;69
9;0;0;0;0;625;69
10;0;0;0;0;627;69
11;0;0;0;0;628;69
12;0;0;0;0;621;69
13;0;0;0;0;623;69
14;0;0;0;0;630;69
15;0;0;0;0;626;69
0;0;0;0;0;621;69
1;0;0;0;0;626;69
2;0;0;0;0;630;69
3;0;0;0;0;624;69
4;0;0;0;0;622;69
5;0;0;0;0;625;69
6;0;0;0;0;630;69
7;0;0;0;0;626;69
8;0;0;0;0;622;69
9;0;0;0;0;625;69
10;0;0;0;0;630;69
11;0;0;0;0;626;69
12;0;0;0;0;622;69
13;0;0;0;0;626;69
14;0;0;0;0;631;69
15;0;0;0;0;625;69
0;0;0;0;0;621;68
1;0;0;0;0;626;69
2;0;0;0;0;630;69
3;0;0;0;0;625;69
4;0;0;0;0;622;69
5;0;0;0;0;625;69
6;0;0;0;0;630;69
7;0;0;0;0;626;69
8;0;0;0;0;621;69
9;0;0;0;0;625;69
10;0;0;0;0;630;69
11;0;0;0;0;626;69
12;0;0;0;0;622;69
13;0;0;0;0;625;69
14;0;0;0;0;630;69
15;0;0;0;0;626;69
0;0;0;0;0;622;69
1;0;0;0;0;626;69
2;0;0;0;0;630;68
3;0;0;0;0;626;69
4;0;0;0;0;622;69
5;0;0;0;0;626;69
6;0;0;0;0;629;69
7;0;0;0;0;625;68
8;0;0;0;0;622;69
9;0;0;0;0;626;68
10;0;0;0;0;629;68
11;0;0;0;0;625;69
12;0;0;0;0;621;68
13;0;0;0;0;625;69
14;0;0;0;0;629;68
15;0;0;0;0;625;69
0;0;0;0;0;622;68
1;0;0;0;0;626;69
2;0;0;0;0;630;69
3;0;0;0;0;625;69
4;0;0;0;0;622;69
5;0;0;0;0;625;69
6;0;0;0;0;630;68
7;0;0;0;0;625;69
8;0;0;0;0;622;68
9;0;0;0;0;625;68
10;0;0;0;0;630;69
11;0;0;0;0;626;69
12;0;0;0;0;621;68
13;0;0;0;0;625;68
14;0;0;0;0;630;68
15;0;0;0;0;626;68
0;0;0;0;0;622;68
1;0;0;0;0;625;68
2;0;0;0;0;630;68
3;0;0;0;0;625;68
4;0;0;0;0;621;68
5;0;0;0;0;626;68
6;0;0;0;0;630;68
7;0;0;0;0;625;69
8;0;0;0;0;622;68
9;0;0;0;0;626;68
10;0;0;0;0;630;68
11;0;0;0;0;625;68
12;0;0;0;0;622;68
13;0;0;0;0;627;68
14;0;0;0;0;630;68
15;0;0;0;0;625;68
0;0;0;0;0;623;68
1;0;0;0;0;625;68
2;0;0;0;0;630;68
3;0;0;0;0;625;68
4;0;0;0;0;620;68
5;0;0;0;0;625;68
6;0;0;0;0;629;68
7;0;0;0;0;625;68
8;0;0;0;0;622;68
9;0;0;0;0;625;68
10;0;0;0;0;629;68
11;0;0;0;0;625;68
12;0;0;0;0;621;68
13;0;0;0;0;625;68
14;0;0;0;0;630;68
15;0;0;0;0;625;68
0;0;0;0;0;621;68
1;0;0;0;0;625;68
2;0;0;0;0;630;68
3;0;0;0;0;625;68
4;0;0;0;0;622;68
5;0;0;0;0;624;68
6;0;0;0;0;630;68
7;0;0;0;0;626;68
8;0;0;0;0;622;68
9;0;0;0;0;625;68
10;0;0;0;0;630;68
11;0;0;0;0;626;68
12;0;0;0;0;621;68
13;0;0;0;0;625;68
14;0;0;0;0;629;68
15;0;0;0;0;625;68
0;0;0;0;0;622;68
1;0;0;0;0;625;68
2;0;0;0;0;629;68
3;0;0;0;0;625;68
4;0;0;0;0;622;68
5;0;0;0;0;625;68
6;0;0;0;0;630;68
7;0;0;0;0;626;68
8;0;0;0;0;621;68
9;0;0;0;0;625;68
10;0;0;0;0;629;67
11;0;0;0;0;625;68
12;0;0;0;0;621;68
13;0;0;0;0;625;68
14;0;0;0;0;630;67
15;0;0;0;0;625;68
0;0;0;0;0;622;67
1;0;0;0;0;627;68
2;0;0;0;0;629;68
3;0;0;0;0;625;68
4;0;0;0;0;622;68
5;0;0;0;0;625;68
6;0;0;0;0;629;68
7;0;0;0;0;625;68
8;0;0;0;0;622;68
9;0;0;0;0;625;68
10;0;0;0;0;630;68
11;0;0;0;0;626;68
12;0;0;0;0;622;67
